game_number,category_number,value,category,answer,question,air_date,,,,,,,,,,
92,622,0,PLAYING WITH FIRE,"With fire, water is boiled to propel this type of engine",a steam engine,2000-12-28,,,,,,,,,,
92,623,0,INDIA,The city of Agra is home to this mausoleum completed around 1650,the Taj Mahal,2013-01-31,,,,,,,,,,
92,623,0,INDIA,India's most populous city is this one where the Bollywood film industry is based,Mumbai,2013-01-31,,,,,,,,,,
92,623,0,INDIA,India's western state of Goa was a colony of this small Iberian country until 1961,Portugal,2013-01-31,,,,,,,,,,
92,623,0,INDIA,"India is often called this, a 12-letter word for a large, self-contained landmass",subcontinent,2013-01-31,,,,,,,,,,
92,623,0,INDIA,The waters of the Palk Strait separate India's Tamil Nadu state from this island nation,Sri Lanka,2013-01-31,,,,,,,,,,
92,624,0,OFFICIAL CANADIAN PROVINCE THINGS,"British Columbia's flag shows the sun setting over wavy stripes, which symbolize this ocean",the Pacific,2008-02-13,,,,,,,,,,
92,624,0,OFFICIAL CANADIAN PROVINCE THINGS,Petrified wood is the official stone of this province whose capital is Edmonton,Alberta,2008-02-13,,,,,,,,,,
92,624,0,OFFICIAL CANADIAN PROVINCE THINGS,"Its song is ""The Island Hymn\""",Prince Edward Island,2008-02-13,,,,,,,,,,
92,624,0,OFFICIAL CANADIAN PROVINCE THINGS,"It's great, it's gray, it's nocturnal, it's the provincial bird of Manitoba",an owl,2008-02-13,,,,,,,,,,
92,624,0,OFFICIAL CANADIAN PROVINCE THINGS,"This province's motto is Je me souviens, ""I remember\""",Quebec,2008-02-13,,,,,,,,,,
92,625,0,CAPITAL MAP IT ALL,No roads lead into this state capital,Juneau,2013-07-31,,,,,,,,,,
92,625,0,CAPITAL MAP IT ALL,It was first settled in 1624,Albany,2013-07-31,,,,,,,,,,
92,625,0,CAPITAL MAP IT ALL,It became the state capital in 1854,Sacramento,2013-07-31,,,,,,,,,,
92,625,0,CAPITAL MAP IT ALL,It lies on both sides of the Kennebec River,Augusta,2013-07-31,,,,,,,,,,
92,625,0,CAPITAL MAP IT ALL,"On November 25, 1861, it became a territorial capital",Carson City,2013-07-31,,,,,,,,,,
92,626,0,A BIT OF LIT,"Among his great works of fiction are ""The Sun Also Rises"" & ""The Old Man and the Sea\""",Hemingway,2019-06-27,,,,,,,,,,
92,626,0,A BIT OF LIT,"In an epic poem, he not only kills the monster Grendel, but also Grendel's mother",Beowulf,2019-06-27,,,,,,,,,,
92,626,0,A BIT OF LIT,"Marjane Satrapi's graphic novel about growing up in Iran during the Islamic Revolution is called this, like an ancient capital",Persepolis,2019-06-27,,,,,,,,,,
92,626,0,A BIT OF LIT,"In ""The Rime of the Ancient Mariner"", the mariner shoots this bird with his crossbow",the albatross,2019-06-27,,,,,,,,,,
92,626,0,A BIT OF LIT,"A mom & daughter are forced to flee Mexico for a farm labor camp in California in this ""hopeful"" tale by Pam Muñoz Ryan",Esperanza Rising,2019-06-27,,,,,,,,,,
93,627,0,WE HELP WITH YOUR COLLEGE APPLICATION,"I revel in the history of this Ivy League school, founded 16 years after the arrival of the Pilgrims",Harvard,2006-02-15,,,,,,,,,,
93,627,0,WE HELP WITH YOUR COLLEGE APPLICATION,"Every year since 1965, at least one grad of this private L.A. school has been up for an Oscar; I aim to join that list",University of Southern Cal (USC),2006-02-15,,,,,,,,,,
93,627,0,WE HELP WITH YOUR COLLEGE APPLICATION,"I love New Haven.  I will name my firstborn Elihu.  I wish to be 1 of the roughly 11,250 students at this school, please",Yale,2006-02-15,,,,,,,,,,
93,627,0,WE HELP WITH YOUR COLLEGE APPLICATION,My visit to Lincoln convinced me: I was meant to be a Cornhusker at this school,the University of Nebraska,2006-02-15,,,,,,,,,,
93,627,0,WE HELP WITH YOUR COLLEGE APPLICATION,"Later, I plan to give a huge endowment to my alma mater, this university founded by Ben Franklin",the University of Pennsylvania,2006-02-15,,,,,,,,,,
93,628,0,FROM A TO Y,Morning meeting of all the students,assembly,1997-11-06,,,,,,,,,,
93,628,0,FROM A TO Y,"In England, it's a barrister or solicitor; in the U.S., it's this",an attorney,1997-11-06,,,,,,,,,,
93,628,0,FROM A TO Y,One of the Commandments says not to commit it,adultery,1997-11-06,,,,,,,,,,
93,628,0,FROM A TO Y,Go with a person or play with a singer,accompany,1997-11-06,,,,,,,,,,
93,628,0,FROM A TO Y,Field work in this field involves digging up the field looking for remains of past cultures,anthropology (or archaeology),1997-11-06,,,,,,,,,,
93,629,0,GLEE SONGS,"The first episode featured the ensemble singing this Journey song that begins, ""Just a small town girl\""","\""Don't Stop Believin'\""",2011-02-17,,,,,,,,,,
93,629,0,GLEE SONGS,"Finn sang that he was losing this, just like R.E.M. did in 1991","\""Losing My Religion\""",2011-02-17,,,,,,,,,,
93,629,0,GLEE SONGS,"The ""Glee"" cast gave its all when it covered this ""Rhapsody"" by Queen","\""Bohemian Rhapsody\""",2011-02-17,,,,,,,,,,
93,629,0,GLEE SONGS,"Lea Michele played Cosette on Broadway in this show & sang ""On My Own"" from it on ""Glee\""",Les Misérables,2011-02-17,,,,,,,,,,
93,629,0,GLEE SONGS,"Amber Riley showed off her singing chops covering ""Beautiful"" from this blonde pop star",Christina Aguilera,2011-02-17,,,,,,,,,,
93,630,0,ANIMAL RECORDS,"At 18 feet in height, this tallest mammal could easily peek in a second-story window",a giraffe,2010-07-08,,,,,,,,,,
93,630,0,ANIMAL RECORDS,"Makes me itch just thinking about it, but the longest & highest jump compared to body size is made by this pet pest",a flea,2010-07-08,,,,,,,,,,
93,630,0,ANIMAL RECORDS,The largest primate is the male eastern lowland this,a gorilla,2010-07-08,,,,,,,,,,
93,630,0,ANIMAL RECORDS,"The longest tail of any feline, over 3 1/2 feet, belongs to the snow species of this",a leopard,2010-07-08,,,,,,,,,,
93,630,0,ANIMAL RECORDS,"Growing more than 10 feet long & weighing more than 350 pounds, this Asiatic monster is the world's largest lizard",a komodo dragon,2010-07-08,,,,,,,,,,
93,631,0,STATE POSTAL ABBREVIATIONS,"In 1963, the P.O. established standard state postal abbreviations, each with this # of letters",2,1988-02-17,,,,,,,,,,
93,631,0,STATE POSTAL ABBREVIATIONS,"It's the ""friendly"" postal abbreviation for the Aloha State",HI,1988-02-17,,,,,,,,,,
93,631,0,STATE POSTAL ABBREVIATIONS,"The only state whose postal abbreviation has a ""Z"" in it",Arizona (AZ),1988-02-17,,,,,,,,,,
93,631,0,STATE POSTAL ABBREVIATIONS,This state's postal abbreviation is alphabetically last,Wyoming (WY),1988-02-17,,,,,,,,,,
93,631,0,STATE POSTAL ABBREVIATIONS,"3 of the 4 states which have a ""K"" in their postal abbreviations","Alaska (AK), Kansas (KS) & Kentucky (KY)",1988-02-17,,,,,,,,,,
93,632,0,WASHINGTON JARGON,"A hole in a boat, or information given to the press without permission",a leak,2016-11-09,,,,,,,,,,
93,632,0,WASHINGTON JARGON,"It's a ""g""ift from the ""g""overnment to an organization; block is one type",a grant,2016-11-09,,,,,,,,,,
93,632,0,WASHINGTON JARGON,An envoy such as an ambassador; it can also mean anyone who's tactful & avoids outright conflict,a diplomat,2016-11-09,,,,,,,,,,
93,632,0,WASHINGTON JARGON,"Though they weren't mounting pictures, the Founding Fathers who wrote the Constitution are known as this",the Framers,2016-11-09,,,,,,,,,,
93,632,0,WASHINGTON JARGON,"Once there were hopes for an overall budget agreement between Obama & the GOP, the ""grand"" this type of deal",a bargain (a compromise accepted),2016-11-09,,,,,,,,,,
94,633,0,TV SHOW ROLL CALL,"Patrick, Gary & Squidward",SpongeBob SquarePants,2004-10-19,,,,,,,,,,
94,633,0,TV SHOW ROLL CALL,"Ash, Misty, Brock & Pikachu",Pokémon,2004-10-19,,,,,,,,,,
94,633,0,TV SHOW ROLL CALL,"Apu, Krusty the Clown, Marge, Lisa & Maggie",The Simpsons,2004-10-19,,,,,,,,,,
94,633,0,TV SHOW ROLL CALL,"Wanda, Vanessa, Bernie, Jordan & Bryana",The Bernie Mac Show,2004-10-19,,,,,,,,,,
94,633,0,TV SHOW ROLL CALL,"Michael Kelso, Steve Hyde, Fez & Donna Pinciotti",That '70s Show,2004-10-19,,,,,,,,,,
94,634,0,CONSTELLATION REPRESENTATION,This mythic strongman gets the fifth-largest constellation,Hercules,2004-02-20,,,,,,,,,,
94,634,0,CONSTELLATION REPRESENTATION,"Pictor is this, a painter's stand",an easel,2004-02-20,,,,,,,,,,
94,634,0,CONSTELLATION REPRESENTATION,Sagittarius is the archer; Sagitta is this,the arrow,2004-02-20,,,,,,,,,,
94,634,0,CONSTELLATION REPRESENTATION,Zodiac constellation illustrated here,Gemini,2004-02-20,,,,,,,,,,
94,634,0,CONSTELLATION REPRESENTATION,Virgo is a maiden; Monoceros is this mythical beast that represents maidenhood,a unicorn,2004-02-20,,,,,,,,,,
94,635,0,HIGH SCHOOL GEOGRAPHY,"State where you'd find Cambridge Rindge & Latin School, dating back to 1648",Massachusetts,2013-02-05,,,,,,,,,,
94,635,0,HIGH SCHOOL GEOGRAPHY,"It's the closest river to Carver High in Memphis, Tennessee",the Mississippi River,2013-02-05,,,,,,,,,,
94,635,0,HIGH SCHOOL GEOGRAPHY,"This Alabama city, the first Confederate capital, has a Jefferson Davis High",Montgomery,2013-02-05,,,,,,,,,,
94,635,0,HIGH SCHOOL GEOGRAPHY,Claire Danes went to the Dalton school in this New York City borough,Manhattan,2013-02-05,,,,,,,,,,
94,635,0,HIGH SCHOOL GEOGRAPHY,The Indians play sports for Central High in this Wyoming city,Cheyenne,2013-02-05,,,,,,,,,,
94,636,0,WHAT ARE YOU AFRAID OF?,"Bibliophobia, a fear of these, might hurt you if you want to continue your studies",books,2007-07-27,,,,,,,,,,
94,636,0,WHAT ARE YOU AFRAID OF?,"If you suffer from heliophobia, a fear of this, you might be a vampire!",the Sun,2007-07-27,,,,,,,,,,
94,636,0,WHAT ARE YOU AFRAID OF?,"If you have pluviophobia, the fear of this weather condition, we probably won't find you ""singin' in"" it",rain,2007-07-27,,,,,,,,,,
94,636,0,WHAT ARE YOU AFRAID OF?,"If you've got dendrophobia, a fear of these, we suggest not climbing any",trees,2007-07-27,,,,,,,,,,
94,636,0,WHAT ARE YOU AFRAID OF?,"If you have stygiophobia, derived from the River Styx, you have a fear of this place, so act right!",hell,2007-07-27,,,,,,,,,,
94,637,0,TIME,Only state entirely in the Pacific Time Zone that doesn't border on the Pacific,Nevada,1987-02-26,,,,,,,,,,
94,637,0,TIME,Numerical name for the short comedy films of the '20s which lasted 20-30 minutes,two-reelers,1988-02-12,,,,,,,,,,
94,637,0,TIME,"From the Greek for ""time"" & ""measure"", it's an extremely accurate timepiece",chronometer,1988-02-12,,,,,,,,,,
94,637,0,TIME,"What you are asking for when you call the airlines for the ETA of, say, Flight #32",estimated time of arrival,1988-02-12,,,,,,,,,,
94,637,0,TIME,"We always see the same side of the moon because it does both of these things in 27 days, 7 hours & 43 mins.",orbit the Earth & rotate its axis,1988-02-12,,,,,,,,,,
94,638,0,FOREIGN FOOD,This power-packed veggie is espinacas en espana,spinach,2012-05-10,,,,,,,,,,
94,638,0,FOREIGN FOOD,Blumenkohl is German for this cabbage family member,cauliflower,2012-05-10,,,,,,,,,,
94,638,0,FOREIGN FOOD,This piece of purple produce is melanzana in Italian,eggplant,2012-05-10,,,,,,,,,,
94,638,0,FOREIGN FOOD,This vine fruit is known as pomidor in Polish,tomato,2012-05-10,,,,,,,,,,
94,638,0,FOREIGN FOOD,"In Icelandic, agurka is this green-skinned gourd",cucumber,2012-05-10,,,,,,,,,,
95,639,0,RECENT BOOKS,Severus Snape turns out to be this title person in a Harry Potter novel,the Half-Blood Prince,2009-11-09,,,,,,,,,,
95,639,0,RECENT BOOKS,"\""The Assassins'Gate"" & ""Fiasco"" are histories of this recent conflict",the Iraq War,2009-11-09,,,,,,,,,,
95,639,0,RECENT BOOKS,"This restaurant chain is the title of Catherine Gilbert Murdock's novel about D.J. Schwenk, a girl on a Wisconsin farm",Dairy Queen,2009-11-09,,,,,,,,,,
95,639,0,RECENT BOOKS,Father & son travel a futuristic wasteland in this Cormac McCarthy novel that's not much like Kerouac,The Road,2009-11-09,,,,,,,,,,
95,639,0,RECENT BOOKS,"This British author of ""About a Boy"" turned to young adult fiction with ""Slam\""",Nick Hornby,2009-11-09,,,,,,,,,,
95,640,0,LOW CUT GENES,"Because they develop from a single ovum, this variety of twins has the same genetic makeup",identical,2005-01-27,,,,,,,,,,
95,640,0,LOW CUT GENES,"Genes that affect hereditary traits are called alleles & are either ""dominant"" or this",recessive,2005-01-27,,,,,,,,,,
95,640,0,LOW CUT GENES,Since the 1980s this hormone used by diabetics has been produced by genetically engineered bacteria,insulin,2005-01-27,,,,,,,,,,
95,640,0,LOW CUT GENES,A pair of chromosomes with this 2-letter designation makes a woman a woman,XX,2005-01-27,,,,,,,,,,
95,640,0,LOW CUT GENES,"Named for a German neuropathologist, this memory loss disease may be caused by a gene on chromosome 21",Alzheimer's disease,2005-01-27,,,,,,,,,,
95,641,0,A COUNTRY IN EUROPE,"Major cities in this country include Marseilles, Orleans & Lyon",France,2000-10-06,,,,,,,,,,
95,641,0,A COUNTRY IN EUROPE,Most ruins of the civilizations of the ancient Spartans & Athenians can be found in this European nation,Greece,2000-10-06,,,,,,,,,,
95,641,0,A COUNTRY IN EUROPE,The Apennines mountain chain occupies the center of this European nation's boot-like peninsula,Italy,2000-10-06,,,,,,,,,,
95,641,0,A COUNTRY IN EUROPE,The University of Limerick is a leading educational institution in this European nation,Ireland,2000-10-06,,,,,,,,,,
95,641,0,A COUNTRY IN EUROPE,King Juan Carlos I is the reigning monarch of this European nation of about 40 million people,Spain,2000-10-06,,,,,,,,,,
95,642,0,WHAT A MONTH!,The United States celebrates its birthday during this month,July,2007-10-08,,,,,,,,,,
95,642,0,WHAT A MONTH!,"Timewise, it's the shortest month",February,2007-10-08,,,,,,,,,,
95,642,0,WHAT A MONTH!,"It's National Dental Hygiene Month, & with all that candy at month's end, it's a good thing!",October,2007-10-08,,,,,,,,,,
95,642,0,WHAT A MONTH!,The U.S. presidential election takes place in this month,November,2007-10-08,,,,,,,,,,
95,642,0,WHAT A MONTH!,It shares its name with a type of musical piece: Forward--Move It!,March,2007-10-08,,,,,,,,,,
95,643,0,LANGUAGE ARTS,"Shalom means ""peace"" in this language",Hebrew,2006-02-07,,,,,,,,,,
95,643,0,LANGUAGE ARTS,Xiang & Minbei are dialects of this language,Chinese,2006-02-07,,,,,,,,,,
95,643,0,LANGUAGE ARTS,Switzerland has these 3 official languages,"German, French & Italian",2006-02-07,,,,,,,,,,
95,643,0,LANGUAGE ARTS,Romaji is a system of writing this Asian language using Romanized letters,Japanese,2006-02-07,,,,,,,,,,
95,643,0,LANGUAGE ARTS,Castilian is the official standard form of this Romance language,Spanish,2006-02-07,,,,,,,,,,
95,644,0,THE LARGEST U.S. STATE,"New Mexico, New Jersey, New Hampshire",New Mexico,2006-02-16,,,,,,,,,,
95,644,0,THE LARGEST U.S. STATE,"Florida, Idaho, Montana",Montana,2006-02-16,,,,,,,,,,
95,644,0,THE LARGEST U.S. STATE,"Ohio, Oklahoma, Oregon",Oregon,2006-02-16,,,,,,,,,,
95,644,0,THE LARGEST U.S. STATE,"Massachusetts, Maine, Maryland",Maine,2006-02-16,,,,,,,,,,
95,644,0,THE LARGEST U.S. STATE,"Michigan, Minnesota, Mississippi",Michigan,2006-02-16,,,,,,,,,,
96,645,0,TUDOR GARAGE,"The family was launched to fame by Owen Tudor, an adventurer from this country of western Great Britain",Wales,2001-05-08,,,,,,,,,,
96,645,0,TUDOR GARAGE,"Elizabeth I might have personally congratulated him after the 1594 premiere of his play ""Love's Labour's Lost\""",William Shakespeare,2001-05-08,,,,,,,,,,
96,645,0,TUDOR GARAGE,"In brief: Born in Greenwich in 1491, becomes king at 17, has some pope problems & oh, yeah -- 6 wives",Henry VIII,2001-05-08,,,,,,,,,,
96,645,0,TUDOR GARAGE,"Henry Tudor reigned supreme after Richard III's death at this ""Field"" in 1485",Bosworth Field,2001-05-08,,,,,,,,,,
96,645,0,TUDOR GARAGE,"Mary I's reign began in 1553 after a 9-day ""interruption"" by this lady, who didn't even want the crown",Lady Jane Grey,2001-05-08,,,,,,,,,,
96,646,0,CARTOON BEFORE & AFTER,SpongeBob's multi-limbed neighbor & best friend who became a Jewish national symbol,Patrick Star of David,2006-02-14,,,,,,,,,,
96,646,0,CARTOON BEFORE & AFTER,Krusty the Clown's odd-haired partner who jammed to reggae in Jamaica before his 1981 death,Sideshow Bob Marley,2006-02-14,,,,,,,,,,
96,646,0,CARTOON BEFORE & AFTER,"Ghost-hunting Nickelodeon superhero who's in the title of ""Star Wars: Episode I\""",Danny Phantom Menace,2006-02-14,,,,,,,,,,
96,646,0,CARTOON BEFORE & AFTER,Mysterious masked brother of Speed who is an extreme sports competition,Racer X Games,2006-02-14,,,,,,,,,,
96,646,0,CARTOON BEFORE & AFTER,"Based on Peter Pan's little winged fairy friend, it's a way of grading tests",Tinker Bell Curve,2006-02-14,,,,,,,,,,
96,647,0,SPORTS GIANTS,One advantage of the Yankees' pinstripes is that in the '20s they made this tubby home run king look thinner,Babe Ruth,2000-12-27,,,,,,,,,,
96,647,0,SPORTS GIANTS,"6' 7"" Carl Henkel is a scary sight at the net in the beach type of this sport",volleyball,2000-12-27,,,,,,,,,,
96,647,0,SPORTS GIANTS,"In 1996 Akakide Kakhiashvilis set a world record total in this sport with 926 lbs., over 4 times his own poundage",weightlifting,2000-12-27,,,,,,,,,,
96,647,0,SPORTS GIANTS,Basketball fans will miss this man who recently retired from the Houston Rockets,Charles Barkley,2000-12-27,,,,,,,,,,
96,647,0,SPORTS GIANTS,"It's the nickname of 6' 4"", 265-lb. Tennessee Titan Jevon Kearse, though we're not sure we'd use it to his face","\""The Freak\""",2000-12-27,,,,,,,,,,
96,648,0,ALLITERATION ALLOTMENT,"In basketball, this ball handling infraction will cost you possession",double dribble,2007-07-18,,,,,,,,,,
96,648,0,ALLITERATION ALLOTMENT,"A condition of low priority; in a cooking phrase, it usually follows ""on the...\""",back burner,2007-07-18,,,,,,,,,,
96,648,0,ALLITERATION ALLOTMENT,"You'll get a charge over this critter, an Amazon River dweller that can pack a 650-volt wallop",an electric eel,2007-07-18,,,,,,,,,,
96,648,0,ALLITERATION ALLOTMENT,"R.R., as a description in mail delivery",rural route,2007-07-18,,,,,,,,,,
96,648,0,ALLITERATION ALLOTMENT,"(Jon of the Clue Crew reports from the desk of the Weather Channel in Atlanta, GA.)  The Weather Channel believes that 1 degree can change the world, & that the lowering of these alliterative emissions can help",greenhouse gases,2007-07-18,,,,,,,,,,
96,649,0,2018 ESPY WINNERS,Martin Truex Jr. of this racing circuit sped away with Best Driver,NASCAR,2019-06-17,,,,,,,,,,
96,649,0,2018 ESPY WINNERS,Best Player in this league was a layup for Maya Moore of the Minnesota Lynx,the WNBA,2019-06-17,,,,,,,,,,
96,649,0,2018 ESPY WINNERS,"Born Alexandra, this gymnast was one of the ""sister survivors"" who won the Arthur Ashe Courage Award",Aly Raisman,2019-06-17,,,,,,,,,,
96,649,0,2018 ESPY WINNERS,Alexander Ovechkin was 2018's Best Male Athlete for finally winning the Stanley Cup with this team,the Washington Capitals,2019-06-17,,,,,,,,,,
96,649,0,2018 ESPY WINNERS,"Once the backup, this Eagles QB won Best Championship Performance for his work in Super Bowl 52",Nick Foles,2019-06-17,,,,,,,,,,
96,650,0,CAT GOT YOUR MOVIE?,2003: A Seussical feline takes some kids on wild adventures,The Cat in the Hat,2007-02-06,,,,,,,,,,
96,650,0,CAT GOT YOUR MOVIE?,1999: The curmudgeonly kitty Snowbell plots against a mouse-boy,Stuart Little,2007-02-06,,,,,,,,,,
96,650,0,CAT GOT YOUR MOVIE?,"2004: When Odie the dog is kidnapped, a fun-loving, Bill Murray-voiced tabby must rescue him",Garfield,2007-02-06,,,,,,,,,,
96,650,0,CAT GOT YOUR MOVIE?,"2004: Patience Prince was the name of this ""kittenish"" character played by Halle Berry",Catwoman,2007-02-06,,,,,,,,,,
96,650,0,CAT GOT YOUR MOVIE?,2006: Steve Martin solves mysteries as a bumbling French detective in this film,The Pink Panther,2007-02-06,,,,,,,,,,
97,651,0,"TOYS ""R"" THESE",Read N' Play Tommy Pickles is one of the toys based on this TV series,Rugrats,2001-05-04,,,,,,,,,,
97,651,0,"TOYS ""R"" THESE",A Hungarian inventor is famous for this puzzling cube,Rubik's Cube,2001-05-04,,,,,,,,,,
97,651,0,"TOYS ""R"" THESE",Parker Bros. recently celebrated the 40th anniversary of this take-over-the-world board game,Risk,2001-05-04,,,,,,,,,,
97,651,0,"TOYS ""R"" THESE",This doll first came out way back in 1915; Andy soon followed,Raggedy Ann,2001-05-04,,,,,,,,,,
97,651,0,"TOYS ""R"" THESE",Model maker that merged with Monogram; the company sells about 50% of all the kits sold in the U.S.,Revell,2001-05-04,,,,,,,,,,
97,652,0,BANDS OF THE '90s,"\""Hit So Hard"" by this Courtney Love group was heard on the season 2 finale of ""Dawson's Creek\""",Hole,1999-11-08,,,,,,,,,,
97,652,0,BANDS OF THE '90s,"Side projects by members of this band have included Hovercraft, featuring Eddie Vedder",Pearl Jam,1999-11-08,,,,,,,,,,
97,652,0,BANDS OF THE '90s,"The name of this ""Kiss Me"" band means that man cannot give God any wealth that isn't God's already",Sixpence None The Richer,1999-11-08,,,,,,,,,,
97,652,0,BANDS OF THE '90s,"This punky band brought some color to the charts in 1995 with ""When I Come Around\""",Green Day,1999-11-08,,,,,,,,,,
97,652,0,BANDS OF THE '90s,"Let's clear things up: that ""Whoo-Hoo"" song by this band became an anthem of the National Hockey League",Blur,1999-11-08,,,,,,,,,,
97,653,0,ELECTRICITY,"(Sarah of the Clue Crew rubs a balloon on her head.) The balloon gets negatively charged because these elementary particles rub off my hair & collect on the balloon, attracting the positive part of the toothpick so it falls",the electrons,2013-01-30,,,,,,,,,,
97,653,0,ELECTRICITY,Ben Franklin used a kite & a key to prove that this was electricity,lightning,2013-01-30,,,,,,,,,,
97,653,0,ELECTRICITY,"Power stations put out big zaps, so these step-down devices reduce the current for use in homes & businesses",transformers,2013-01-30,,,,,,,,,,
97,653,0,ELECTRICITY,"Named for an Italian, it's the standard unit of electromotive force",a volt,2013-01-30,,,,,,,,,,
97,653,0,ELECTRICITY,"Canada's power is 60% this source, like the water going over Churchill Falls",hydroelectric,2013-01-30,,,,,,,,,,
97,654,0,POTTY MOUTH!,"You can fly by this of your pants, or earn this in Congress",a seat,2008-11-14,,,,,,,,,,
97,654,0,POTTY MOUTH!,There's a 120-mm gun on this armored warfare vehicle,a tank,2008-11-14,,,,,,,,,,
97,654,0,POTTY MOUTH!,An estuary is where the salt & fresh types of this are mixed,water,2008-11-14,,,,,,,,,,
97,654,0,POTTY MOUTH!,"A sudden rise of emotion, as in one ""of anger""; in cards, it can be royal",a flush,2008-11-14,,,,,,,,,,
97,654,0,POTTY MOUTH!,Poet Keats or jurist Marshall,John,2008-11-14,,,,,,,,,,
97,655,0,"\""AFTER"" CLASS",A small earthquake or tremor that occurs following a major one,an aftershock,2008-02-20,,,,,,,,,,
97,655,0,"\""AFTER"" CLASS","In the familiar spelling rule, ""I"" comes before ""E"" except in this case","after ""C\""",2008-02-20,,,,,,,,,,
97,655,0,"\""AFTER"" CLASS","To increase a jet plane's thrust, turn on these that feed fuel into the hot exhaust gases",afterburners,2008-02-20,,,,,,,,,,
97,655,0,"\""AFTER"" CLASS",An epilogue,an afterword,2008-02-20,,,,,,,,,,
97,655,0,"\""AFTER"" CLASS","Reconsideration upon an act's completion, or something added that wasn't in the original plan",an afterthought,2008-02-20,,,,,,,,,,
97,656,0,ARLINGTON NATIONAL CEMETERY,"During Memorial Day weekend, one of these national symbols is placed on every grave at Arlington",Small U.S. flag,1997-11-12,,,,,,,,,,
97,656,0,ARLINGTON NATIONAL CEMETERY,"The memorial to the crew of this space shuttle is inscribed with a quotation from the poem ""High Flight\""",Challenger,1997-11-12,,,,,,,,,,
97,656,0,ARLINGTON NATIONAL CEMETERY,"A simple white cross marks the grave of this Attorney General, buried near his brother in 1968",Robert F. Kennedy,1997-11-12,,,,,,,,,,
97,656,0,ARLINGTON NATIONAL CEMETERY,Since 1937 this world-famous tomb has been protected by an honor guard 24 hours a day,Tomb of the Unknown Soldier,1997-11-12,,,,,,,,,,
97,656,0,ARLINGTON NATIONAL CEMETERY,"In 1955 Arlington House was dedicated as a memorial to this Confederate general, who once lived there",Robert E. Lee,1997-11-12,,,,,,,,,,
98,657,0,FIRST LINES,"\""Hard by a great forest dwelt a poor woodcutter with his wife & his 2 children\""","\""Hansel & Gretel\""",1987-02-19,,,,,,,,,,
98,657,0,FIRST LINES,"The 1st 4 words in ""The Sound of Music"", sung by Julie Andrews",The hills are alive,1987-02-19,,,,,,,,,,
98,657,0,FIRST LINES,"\""There once lived in a sequestered part of...Devonshire, one Mr. Godfrey Nickleby...\""",Nicholas Nickleby,1987-02-19,,,,,,,,,,
98,657,0,FIRST LINES,"\""'Christmas won't be Christmas without any presents' grumbled Jo, lying on the rug.\""",Little Women,1987-02-19,,,,,,,,,,
98,657,0,FIRST LINES,"\""All children, except one, grow up.\""",Peter Pan,1987-02-19,,,,,,,,,,
98,658,0,"\""C"" THE WORLD",Arawak Indians inhabited this island when Europeans landed there in 1492,Cuba,2016-11-18,,,,,,,,,,
98,658,0,"\""C"" THE WORLD",A folk dance called the kolo is popular in this former Yugoslav republic,Croatia,2016-11-18,,,,,,,,,,
98,658,0,"\""C"" THE WORLD",About 1/4 of this Central American country's land has been set aside as protected area for the nation's diverse wildlife,Costa Rica,2016-11-18,,,,,,,,,,
98,658,0,"\""C"" THE WORLD","This Welsh capital was once known as ""The Coal Metropolis of the World\""",Cardiff,2016-11-18,,,,,,,,,,
98,658,0,"\""C"" THE WORLD",It's a small New Hampshire town as well as an ancient name for Palestine,Canaan,2016-11-18,,,,,,,,,,
98,659,0,BROADWAY DEBUTS,"In ""Harry Potter & the Cursed Child"", Anthony Boyle & Alex Price debuted as Scorpius Malfoy & this man, his father",Draco Malfoy,2018-11-08,,,,,,,,,,
98,659,0,BROADWAY DEBUTS,"Before ""Glee"", Lea Michele got her start as young Cosette & young Eponine in this show",Les Misérables,2018-11-08,,,,,,,,,,
98,659,0,BROADWAY DEBUTS,"After leaving ""Saturday Night Live"", Taran Killam made his debut as King George III in this musical",Hamilton,2018-11-08,,,,,,,,,,
98,659,0,BROADWAY DEBUTS,"In 2018 this actor ditched his shield to go from Captain America to bad cop in ""Lobby Hero\""",Chris Evans,2018-11-08,,,,,,,,,,
98,659,0,BROADWAY DEBUTS,"Before he was Dustin on this Netflix show, Gaten Matarazzo debuted in ""Priscilla Queen of the Desert\""",Stranger Things,2018-11-08,,,,,,,,,,
98,660,0,THE INTERNET,"With a catalog of 28 million items including books, CDs & audiobooks, it's the world's largest online shop",Amazon.com,2001-09-28,,,,,,,,,,
98,660,0,THE INTERNET,"Using this Time Warner ISP, you can see if ""you've got mail"" or sign up for its Instant Messenger",AOL,2006-10-03,,,,,,,,,,
98,660,0,THE INTERNET,"This 4-letter word, a shortened version of a 6-letter word, is a popular term for an e-journal",a blog,2006-10-03,,,,,,,,,,
98,660,0,THE INTERNET,This file that gathers users' Internet info & sends it back to its maker sounds like a yummy baked treat,a cookie,2006-10-03,,,,,,,,,,
98,660,0,THE INTERNET,This 3-letter extension at the end of a web address indicates it's operated by a college or university,.edu,2006-10-03,,,,,,,,,,
98,661,0,SUPER BOWL WINNERS,"In 2012 underdogs & Madonna were in vogue at Super Bowl XLVI, where this team won 21-17",the New York Giants,2012-07-31,,,,,,,,,,
98,661,0,SUPER BOWL WINNERS,Drew Brees wore no. 9 when this team came marching in for a win in Super Bowl XLIV,the New Orleans Saints,2012-07-31,,,,,,,,,,
